carrier,0
CCGT,0.0
CSP,1986335.5392000002
OCGT,242508.75589176296
biomass,956700.7610569999
coal,101755652.99993774
gas,485945.7857760858
hydro,4960680.192665599
hydro-import,9730946.88127855
load_shedding,0.0
nuclear,13442806.269754507
onwind,95533299.3127623
solar,49256831.915170856
