carrier,0
CCGT,0.0
CSP,1986335.5392000002
OCGT,795137.5782159045
biomass,956700.7610569999
coal,165768548.36619812
gas,523679.1358981543
hydro,5137435.610877747
hydro-import,10138285.697547046
load_shedding,0.0
nuclear,13570959.6288
onwind,44428056.10728493
solar,34837866.222947545
